source,university,program,direction_code,city,region,level,form,exams,budget,score_min,url,university_url,year,updated_at
https://spbu.ru,Санкт-Петербургский государственный университет,"Открытый университет Сведения об образовательной организации Политика открытости Документы Виртуальная приемная Ректорские совещания Материалы приема граждан Перезагрузка Работа в СПбГУ Общественное обсуждение Противодействие коррупции Университет помогает в условиях специальной военной операции Сотрудникам Выпускникам Работодателям Поступающим Приемная комиссия Образовательные программы Дополнительное образование Календарь приема Подготовка к ЕГЭ Онлайн-курсы СПбГУ Целевое обучение Студентам Центр карьер Клиники СПбГУ Студенческий совет Студенческий кампус Студенческие инициативы Иностранным студентам Медицинская помощь Социальная защита Отдых Спорт и здоровый образ жизни «Зеленый университет» Воинский учет Выпускникам Партнерам Криптовече Многофункциональный платежный ассистент Research IMS 2.0 Разработка онлайн-курсов Сетевые программы Посетителям Контакты EN 中文 Университет История университета Университет в лицах Виртуальные экскурсии Ректор СПбГУ Подразделения и руководство Учебно-научные подразделения Попечительский совет Музеи и коллекции СПбГУ Партнеры Клиника высоких медицинских технологий Международная деятельность Эндаумент-фонд Ученый совет Сувенирная продукция Объединенный архив СПбГУ СПбГУ — цифровой университет Наш университет Образование Дополнительное образование Поступление в 2025 году Центр инклюзивного образования Образовательные программы Приемная комиссия Сведения об образовательной организации Центр мониторинга качества образования Онлайн-курсы СПбГУ Клиники СПбГУ Подробнее Наука Новости науки Научный парк Лаборатории и центры Ученые степени в СПбГУ Научная библиотека Оборудование Научные журналы Победители конкурса мегагрантов Наука и университеты Теология в СПбГУ Арктические проекты Научный университет Экспертиза Центр экспертиз Центр прикладной социологии Центр медиации Каталог исследований Экспертные заключения Экспертиза научных работ Отзывы и рецензии Центр исследований контрольно-надзорной деятельности Бесплатная помощь Экспертный университет Новости и события Контакты ПОДРОБНЕЕ Гайд студента СПбГУ Вся информация для первокурсников у вас в кармане ПОДРОБНЕЕ Дополнительное образование и онлайн-курсы в СПбГУ Открыт набор слушателей на программы ПОДРОБНЕЕ Университет помогает Санкт-Петербургский университет поддерживает участников СВО и их детей, а также готов помогать россиянам, оказавшимся в сложной ситуации как в России, так и за рубежом. ПОДРОБНЕЕ НОВОСТИ Крупным планом К юбилею почетного профессора СПбГУ Сергея Григорьевича Корконосенко 20 сентября 2025 Новости Ученые СПбГУ стали лауреатами конкурса «Золотые имена высшей школы» 16 сентября 2025 Новости Материалы ректорского совещания от 15 сентября 15 сентября 2025 Новости В СПбГУ открыли галерею портретов настоятелей университетского храма 10 сентября 2025 240 лет Минералогической коллекции СПбГУ 20 сентября 2025 Доцент СПбГУ Виталий Козин: Практики формируют у молодых эмбриологов СПбГУ особую культуру биологического эксперимента 19 сентября 2025 Геологи СПбГУ раскрывают секреты золотоносных кварцевых жил в Казахстане 19 сентября 2025 Ученый СПбГУ развеял страхи о вытеснении журналистов искусственным интеллектом 18 сентября 2025 Помада, которая заботится о тебе: ученые СПбГУ создали безопасный пигмент для косметики 18 сентября 2025 Все новости Ректорские совещания Материалы ректорского совещания № 639 15 сентября 2025 Материалы ректорского совещания № 638 25 августа 2025 Материалы ректорского совещания № 637 18 августа 2025 Материалы ректорского совещания № 636 4 августа 2025 Материалы ректорского совещания № 635 21 июля 2025 Все материалы ПИШ НОК «Менделеев» НОЦы В Деле Клиники Теология Центр ИИ МЦМУ Знание Мегагранты Арктика Клиника СПбГУ События Физика звезд в эпоху многоволновых наблюдений 22–26 сентября 2025 Конференция Игорь Улангин. Литература в графике 22–24 сентября 2025 Встреча Экскурсия по Петрографическому музею 2, 4, 9, 11, 16, 18, 23, 30 сентября 2025 Экскурсия Экскурсия по Минералогическому музею 2, 4, 9, 11, 16, 18, 23, 30 сентября 2025 Экскурсия Шведские писатели — лауреаты Нобелевской премии 23 сентября 2025 Открытая лекция Горнопромышленная гидрогеология и экология 24 – 26 сентября 2025 Конференция Подземное путешествие: карстовые пещеры Крыма и Кавказа 25 сентября 2025 Открытая лекция Василий Кандинский — жизнь как точки и линии на плоскости 25 сентября 2025 Открытая лекция Иван Михайлович Гревс. 165 лет со дня рождения (1860-1941) 26 сентября 2025 Выставка Лекция А. В. Засыпкина «Книги из собрания В. Д. Набокова в фонде Военной исторической библиотеки Генерального штаба» 26 сентября 2025 Открытая лекция Фестиваль российского образования и культуры в ЮАР 26–28 сентября 2025 Фестиваль Чемпионат по программированию Techarena SPbU Challenge 28 сентября 2025 Турнир Поведенческая экономика и информационная безопасность: стратегический диалог 30 сентября 2025 Конференция Экологические проблемы природопользования. Геоэкология — 2025 6–7 октября 2025 Конференция Устойчивость и процессы управления 6–10 октября 2025 Конференция Четвертый Архивный съезд: к 80‑летию победы в Великой Отечественной войне 7–11 октября 2025 Конференция VI Виноградовские чтения. Гидрология нового поколения 13–19 октября 2025 Конференция Netконференция: управление человеческими ресурсами 25 октября 2025 Конференция Жебелевские чтения — XXVII 29–31 октября 2025 Конференция Памятники и люди в годы Великой Отечественной войны: на перекресте судеб 5–7 ноября 2025 Конференция Календарь событий Ректорские совещания Виртуальная приемная Перезагрузка Прошу нарушить правила Материалы приема граждан Ученый совет СПбГУ ПРОГРАММЫ >510 образовательных программ ПОДРОБНЕЕ Бакалавриат и специалитет Магистратура Аспирантура и ординатура Дополнительные образовательные программы Дополнительное образование Искусственный интеллект и фонетика Современные психологические технологии работы с персоналом Математическое обеспечение и администрирование информационных систем Мини-МВА. Экономика и управление компанией Посмотреть все программы месяца Университет в цифрах 90,6 средний балл ЕГЭ первокурсников, зачисленных в СПбГУ 500+ партнеров по всему миру: компаний и вузов 7 млн изданий в фонде Научной библиотеки имени М. Горького СПбГУ 4 250+ научно-педагогических работников 35+ спортивных объектов в Санкт-Петербурге и Ленинградской области 1 650+ договоров о практической подготовке обучающихся и соглашений о сотрудничестве Присоединяйтесь к нам в соцсетях Поступающим Студентам Сотрудникам Партнерам Поступающим Приемная комиссия Образовательные программы Дополнительное образование Подготовка к ЕГЭ Онлайн-школа СПбГУ Олимпиада школьников Дни открытых дверей Профориентация школьников Подготовительные курсы Прием иностранцев Личный кабинет поступающего Целевое обучение Студентам Обучение Расписание Центр карьер СПбГУ Олимпиада для студентов Академическая мобильность Стипендии Библиотека Общежития Спорт Отдых Студенческий совет Blackboard Личный кабинет обучающегося Сотрудникам Работа в СПбГУ Ректорские совещания Ученый совет Научный парк Перезагрузка Виртуальная приемная Прием граждан Библиотека Система Pure Патенты и трансфер технологий Общественные организации Партнерам Научный парк Работодателям Экспертный университет Разработка онлайн-курсов Эндаумент-фонд Клиники Лаборатории и центры Центр технологий распределенных реестров Центр прикладной социологии Центр медиации Центр языкового тестирования Выпускникам Реквизиты СПбГУ Консультации и сервисы: Виртуальная приемная Бесплатная юридическая помощь Бесплатная психологическая помощь Центр финансовой грамотности Центр переводов Служба медиации Электронные сервисы Общественное обсуждение Репозиторий СПбГУ Книги СПбГУ Сувениры СПбГУ Платежный сервис RSS ВКонтакте MAX Telegram Rutube Минобрнауки РФ Минпросвещения РФ Российское общество «Знание» Диалог Россия — Республика Корея Петербургский диалог Нажимая на кнопку «подписаться», вы даете согласие на обработку своих персональных данных . © Санкт-Петербургский государственный университет, 2025 199034, Россия, Санкт-Петербург, Университетская набережная, д. 7–9 Сведения об образовательной организации Противодействие коррупции Реквизиты СПбГУ Контакты Сделано Deasign в сотрудничестве с СПбГУ На данном информационном ресурсе могут быть опубликованы архивные материалы с упоминанием физических и юридических лиц, включенных Министерством юстиции Российской Федерации в реестр иностранных агентов, а также организаций, признанных экстремистскими и запрещенных на территории Российской Федерации.",199034,Санкт-Петербург,Санкт-Петербург,Бакалавриат,Дистанционная,О,,,https://spbu.ru,https://spbu.ru/,2025,2025-09-21
https://spbu.ru,Санкт-Петербургский государственный университет,"Консультации и сервисы: Виртуальная приемная Бесплатная юридическая помощь Бесплатная психологическая помощь Центр финансовой грамотности Центр переводов Служба медиации Электронные сервисы Общественное обсуждение Репозиторий СПбГУ Книги СПбГУ Сувениры СПбГУ Платежный сервис RSS ВКонтакте MAX Telegram Rutube Минобрнауки РФ Минпросвещения РФ Российское общество «Знание» Диалог Россия — Республика Корея Петербургский диалог Нажимая на кнопку «подписаться», вы даете согласие на обработку своих персональных данных . © Санкт-Петербургский государственный университет, 2025 199034, Россия, Санкт-Петербург, Университетская набережная, д. 7–9 Сведения об образовательной организации Противодействие коррупции Реквизиты СПбГУ Контакты Сделано Deasign в сотрудничестве с СПбГУ На данном информационном ресурсе могут быть опубликованы архивные материалы с упоминанием физических и юридических лиц, включенных Министерством юстиции Российской Федерации в реестр иностранных агентов, а также организаций, признанных экстремистскими и запрещенных на территории Российской Федерации.",199034,Санкт-Петербург,Санкт-Петербург,,,,,,https://spbu.ru,https://spbu.ru/,2025,2025-09-21
https://spbu.ru,Санкт-Петербургский государственный университет,"Консультации и сервисы: Виртуальная приемная Бесплатная юридическая помощь Бесплатная психологическая помощь Центр финансовой грамотности Центр переводов Служба медиации Электронные сервисы Общественное обсуждение Репозиторий СПбГУ Книги СПбГУ Сувениры СПбГУ Платежный сервис RSS ВКонтакте MAX Telegram Rutube Минобрнауки РФ Минпросвещения РФ Российское общество «Знание» Диалог Россия — Республика Корея Петербургский диалог Нажимая на кнопку «подписаться», вы даете согласие на обработку своих персональных данных . © Санкт-Петербургский государственный университет, 2025 199034, Россия, Санкт-Петербург, Университетская набережная, д. 7–9 Сведения об образовательной организации Противодействие коррупции Реквизиты СПбГУ Контакты Сделано Deasign в сотрудничестве с СПбГУ На данном информационном ресурсе могут быть опубликованы архивные материалы с упоминанием физических и юридических лиц, включенных Министерством юстиции Российской Федерации в реестр иностранных агентов, а также организаций, признанных экстремистскими и запрещенных на территории Российской Федерации.",199034,Санкт-Петербург,Санкт-Петербург,,,,,,https://spbu.ru,https://spbu.ru/,2025,2025-09-21
https://spbu.ru,Санкт-Петербургский государственный университет,"Консультации и сервисы: Виртуальная приемная Бесплатная юридическая помощь Бесплатная психологическая помощь Центр финансовой грамотности Центр переводов Служба медиации Электронные сервисы Общественное обсуждение Репозиторий СПбГУ Книги СПбГУ Сувениры СПбГУ Платежный сервис RSS ВКонтакте MAX Telegram Rutube Минобрнауки РФ Минпросвещения РФ Российское общество «Знание» Диалог Россия — Республика Корея Петербургский диалог Нажимая на кнопку «подписаться», вы даете согласие на обработку своих персональных данных . © Санкт-Петербургский государственный университет, 2025 199034, Россия, Санкт-Петербург, Университетская набережная, д. 7–9 Сведения об образовательной организации Противодействие коррупции Реквизиты СПбГУ Контакты Сделано Deasign в сотрудничестве с СПбГУ На данном информационном ресурсе могут быть опубликованы архивные материалы с упоминанием физических и юридических лиц, включенных Министерством юстиции Российской Федерации в реестр иностранных агентов, а также организаций, признанных экстремистскими и запрещенных на территории Российской Федерации.",199034,Санкт-Петербург,Санкт-Петербург,,,,,,https://spbu.ru,https://spbu.ru/,2025,2025-09-21
https://spbu.ru,Санкт-Петербургский государственный университет,"© Санкт-Петербургский государственный университет, 2025 199034, Россия, Санкт-Петербург, Университетская набережная, д. 7–9 Сведения об образовательной организации Противодействие коррупции Реквизиты СПбГУ Контакты Сделано Deasign в сотрудничестве с СПбГУ На данном информационном ресурсе могут быть опубликованы архивные материалы с упоминанием физических и юридических лиц, включенных Министерством юстиции Российской Федерации в реестр иностранных агентов, а также организаций, признанных экстремистскими и запрещенных на территории Российской Федерации.",199034,Санкт-Петербург,Санкт-Петербург,,,,,,https://spbu.ru,https://spbu.ru/,2025,2025-09-21
https://spbu.ru,Санкт-Петербургский государственный университет,"© Санкт-Петербургский государственный университет, 2025 199034, Россия, Санкт-Петербург, Университетская набережная, д. 7–9",199034,Санкт-Петербург,Санкт-Петербург,,,,,,https://spbu.ru,https://spbu.ru/,2025,2025-09-21
https://spbu.ru/abitur,Санкт-Петербургский государственный университет,"Открытый университет Сведения об образовательной организации Политика открытости Документы Виртуальная приемная Ректорские совещания Материалы приема граждан Перезагрузка Работа в СПбГУ Общественное обсуждение Противодействие коррупции Университет помогает в условиях специальной военной операции Сотрудникам Выпускникам Работодателям Поступающим Приемная комиссия Образовательные программы Дополнительное образование Календарь приема Подготовка к ЕГЭ Онлайн-курсы СПбГУ Целевое обучение Студентам Центр карьер Клиники СПбГУ Студенческий совет Студенческий кампус Студенческие инициативы Иностранным студентам Медицинская помощь Социальная защита Отдых Спорт и здоровый образ жизни «Зеленый университет» Воинский учет Выпускникам Партнерам Криптовече Многофункциональный платежный ассистент Research IMS 2.0 Разработка онлайн-курсов Сетевые программы Посетителям Контакты EN 中文 Университет История университета Университет в лицах Виртуальные экскурсии Ректор СПбГУ Подразделения и руководство Учебно-научные подразделения Попечительский совет Музеи и коллекции СПбГУ Партнеры Клиника высоких медицинских технологий Международная деятельность Эндаумент-фонд Ученый совет Сувенирная продукция Объединенный архив СПбГУ СПбГУ — цифровой университет Наш университет Образование Дополнительное образование Поступление в 2025 году Центр инклюзивного образования Образовательные программы Приемная комиссия Сведения об образовательной организации Центр мониторинга качества образования Онлайн-курсы СПбГУ Клиники СПбГУ Подробнее Наука Новости науки Научный парк Лаборатории и центры Ученые степени в СПбГУ Научная библиотека Оборудование Научные журналы Победители конкурса мегагрантов Наука и университеты Теология в СПбГУ Арктические проекты Научный университет Экспертиза Центр экспертиз Центр прикладной социологии Центр медиации Каталог исследований Экспертные заключения Экспертиза научных работ Отзывы и рецензии Центр исследований контрольно-надзорной деятельности Бесплатная помощь Экспертный университет Новости и события Контакты Абитуриенту Основные сведения Структура и органы управления образовательной организацией Документы Образование Образовательные стандарты и требования Руководство Педагогический состав Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда Стипендии и иные виды материальной поддержки Платные образовательные услуги Финансово-хозяйственная деятельность Вакантные места для приема (перевода) Международное сотрудничество Организация питания в образовательной организации Абитуриенту Основные сведения Структура и органы управления образовательной организацией Документы Образование Образовательные стандарты и требования Руководство Педагогический состав Материально-техническое обеспечение и оснащенность образовательного процесса. Доступная среда Стипендии и иные виды материальной поддержки Платные образовательные услуги Финансово-хозяйственная деятельность Вакантные места для приема (перевода) Международное сотрудничество Организация питания в образовательной организации Бакалавриат Специалитет Магистратура Аспирантура Ординатура Информация на странице была полезна? Присоединяйтесь к нам в соцсетях Поступающим Студентам Сотрудникам Партнерам Поступающим Приемная комиссия Образовательные программы Дополнительное образование Подготовка к ЕГЭ Онлайн-школа СПбГУ Олимпиада школьников Дни открытых дверей Профориентация школьников Подготовительные курсы Прием иностранцев Личный кабинет поступающего Целевое обучение Студентам Обучение Расписание Центр карьер СПбГУ Олимпиада для студентов Академическая мобильность Стипендии Библиотека Общежития Спорт Отдых Студенческий совет Blackboard Личный кабинет обучающегося Сотрудникам Работа в СПбГУ Ректорские совещания Ученый совет Научный парк Перезагрузка Виртуальная приемная Прием граждан Библиотека Система Pure Патенты и трансфер технологий Общественные организации Партнерам Научный парк Работодателям Экспертный университет Разработка онлайн-курсов Эндаумент-фонд Клиники Лаборатории и центры Центр технологий распределенных реестров Центр прикладной социологии Центр медиации Центр языкового тестирования Выпускникам Реквизиты СПбГУ Консультации и сервисы: Виртуальная приемная Бесплатная юридическая помощь Бесплатная психологическая помощь Центр финансовой грамотности Центр переводов Служба медиации Электронные сервисы Общественное обсуждение Репозиторий СПбГУ Книги СПбГУ Сувениры СПбГУ Платежный сервис RSS ВКонтакте MAX Telegram Rutube Минобрнауки РФ Минпросвещения РФ Российское общество «Знание» Диалог Россия — Республика Корея Петербургский диалог Нажимая на кнопку «подписаться», вы даете согласие на обработку своих персональных данных . © Санкт-Петербургский государственный университет, 2025 199034, Россия, Санкт-Петербург, Университетская набережная, д. 7–9 Сведения об образовательной организации Противодействие коррупции Реквизиты СПбГУ Контакты Сделано Deasign в сотрудничестве с СПбГУ На данном информационном ресурсе могут быть опубликованы архивные материалы с упоминанием физических и юридических лиц, включенных Министерством юстиции Российской Федерации в реестр иностранных агентов, а также организаций, признанных экстремистскими и запрещенных на территории Российской Федерации.",199034,Санкт-Петербург,Санкт-Петербург,Бакалавриат,Дистанционная,О,,,https://spbu.ru/abitur,https://spbu.ru/,2025,2025-09-21
https://spbu.ru/abitur,Санкт-Петербургский государственный университет,"Консультации и сервисы: Виртуальная приемная Бесплатная юридическая помощь Бесплатная психологическая помощь Центр финансовой грамотности Центр переводов Служба медиации Электронные сервисы Общественное обсуждение Репозиторий СПбГУ Книги СПбГУ Сувениры СПбГУ Платежный сервис RSS ВКонтакте MAX Telegram Rutube Минобрнауки РФ Минпросвещения РФ Российское общество «Знание» Диалог Россия — Республика Корея Петербургский диалог Нажимая на кнопку «подписаться», вы даете согласие на обработку своих персональных данных . © Санкт-Петербургский государственный университет, 2025 199034, Россия, Санкт-Петербург, Университетская набережная, д. 7–9 Сведения об образовательной организации Противодействие коррупции Реквизиты СПбГУ Контакты Сделано Deasign в сотрудничестве с СПбГУ На данном информационном ресурсе могут быть опубликованы архивные материалы с упоминанием физических и юридических лиц, включенных Министерством юстиции Российской Федерации в реестр иностранных агентов, а также организаций, признанных экстремистскими и запрещенных на территории Российской Федерации.",199034,Санкт-Петербург,Санкт-Петербург,,,,,,https://spbu.ru/abitur,https://spbu.ru/,2025,2025-09-21
https://spbu.ru/abitur,Санкт-Петербургский государственный университет,"Консультации и сервисы: Виртуальная приемная Бесплатная юридическая помощь Бесплатная психологическая помощь Центр финансовой грамотности Центр переводов Служба медиации Электронные сервисы Общественное обсуждение Репозиторий СПбГУ Книги СПбГУ Сувениры СПбГУ Платежный сервис RSS ВКонтакте MAX Telegram Rutube Минобрнауки РФ Минпросвещения РФ Российское общество «Знание» Диалог Россия — Республика Корея Петербургский диалог Нажимая на кнопку «подписаться», вы даете согласие на обработку своих персональных данных . © Санкт-Петербургский государственный университет, 2025 199034, Россия, Санкт-Петербург, Университетская набережная, д. 7–9 Сведения об образовательной организации Противодействие коррупции Реквизиты СПбГУ Контакты Сделано Deasign в сотрудничестве с СПбГУ На данном информационном ресурсе могут быть опубликованы архивные материалы с упоминанием физических и юридических лиц, включенных Министерством юстиции Российской Федерации в реестр иностранных агентов, а также организаций, признанных экстремистскими и запрещенных на территории Российской Федерации.",199034,Санкт-Петербург,Санкт-Петербург,,,,,,https://spbu.ru/abitur,https://spbu.ru/,2025,2025-09-21
https://spbu.ru/abitur,Санкт-Петербургский государственный университет,"Консультации и сервисы: Виртуальная приемная Бесплатная юридическая помощь Бесплатная психологическая помощь Центр финансовой грамотности Центр переводов Служба медиации Электронные сервисы Общественное обсуждение Репозиторий СПбГУ Книги СПбГУ Сувениры СПбГУ Платежный сервис RSS ВКонтакте MAX Telegram Rutube Минобрнауки РФ Минпросвещения РФ Российское общество «Знание» Диалог Россия — Республика Корея Петербургский диалог Нажимая на кнопку «подписаться», вы даете согласие на обработку своих персональных данных . © Санкт-Петербургский государственный университет, 2025 199034, Россия, Санкт-Петербург, Университетская набережная, д. 7–9 Сведения об образовательной организации Противодействие коррупции Реквизиты СПбГУ Контакты Сделано Deasign в сотрудничестве с СПбГУ На данном информационном ресурсе могут быть опубликованы архивные материалы с упоминанием физических и юридических лиц, включенных Министерством юстиции Российской Федерации в реестр иностранных агентов, а также организаций, признанных экстремистскими и запрещенных на территории Российской Федерации.",199034,Санкт-Петербург,Санкт-Петербург,,,,,,https://spbu.ru/abitur,https://spbu.ru/,2025,2025-09-21
